game_pk,season,game_date,league,home_team,away_team,home_strength,away_strength,home_sp_era,away_sp_era,home_rest,away_rest,home_last10,away_last10,y_home_win
1187,2010,2010-07-02,AL,CLE,ATH,0.426,0.5,,,1,1,0.5,0.6,0
1188,2010,2010-07-02,NL,COL,SFN,0.512,0.568,,,1,1,0.6,0.2,1
1189,2010,2010-07-02,AL,DET,SEA,0.5,0.377,,,2,1,0.4,0.6,1
1190,2010,2010-07-02,AL,MIN,TBA,0.58,0.593,,,1,1,0.3,0.4,1
1191,2010,2010-07-02,AL,NYA,TOR,0.586,0.525,,,1,1,0.6,0.2,0
1192,2010,2010-07-02,NL,PIT,PHI,0.352,0.599,,,1,1,0.3,0.6,1
1193,2010,2010-07-02,NL,SDN,HOU,0.556,0.469,,,1,1,0.6,0.6,1
1194,2010,2010-07-02,NL,SLN,MIL,0.531,0.475,,,1,1,0.5,0.7,1
1195,2010,2010-07-02,AL,TEX,CHA,0.556,0.543,,,1,2,0.7,0.7,0
1196,2010,2010-07-02,NL,WAS,NYN,0.426,0.488,,,1,1,0.4,0.5,0
1197,2010,2010-07-03,AL,LAA,KCA,0.494,0.414,,,1,1,0.6,0.6,0
1198,2010,2010-07-03,NL,ARI,LAN,0.401,0.494,,,1,1,0.5,0.5,0
1199,2010,2010-07-03,NL,ATL,MIA,0.562,0.494,,,1,1,0.5,0.4,1
1200,2010,2010-07-03,AL,BOS,BAL,0.549,0.407,,,1,1,0.6,0.5,1
1201,2010,2010-07-03,NL,CHN,CIN,0.463,0.562,,,1,1,0.3,0.8,1
1202,2010,2010-07-03,AL,CLE,ATH,0.426,0.5,,,1,1,0.5,0.6,1
1203,2010,2010-07-03,NL,COL,SFN,0.512,0.568,,,1,1,0.6,0.1,0
1204,2010,2010-07-03,AL,DET,SEA,0.5,0.377,,,1,1,0.4,0.5,1
1205,2010,2010-07-03,AL,MIN,TBA,0.58,0.593,,,1,1,0.4,0.4,0
1206,2010,2010-07-03,AL,NYA,TOR,0.586,0.525,,,1,1,0.5,0.3,1
1207,2010,2010-07-03,NL,PIT,PHI,0.352,0.599,,,1,1,0.4,0.5,0
1208,2010,2010-07-03,NL,SDN,HOU,0.556,0.469,,,1,1,0.6,0.6,1
1209,2010,2010-07-03,NL,SLN,MIL,0.531,0.475,,,1,1,0.5,0.6,0
1210,2010,2010-07-03,AL,TEX,CHA,0.556,0.543,,,1,1,0.6,0.7,1
1211,2010,2010-07-03,NL,WAS,NYN,0.426,0.488,,,1,1,0.3,0.5,1
1212,2010,2010-07-04,AL,LAA,KCA,0.494,0.414,,,1,1,0.5,0.7,1
1213,2010,2010-07-04,NL,ARI,LAN,0.401,0.494,,,1,1,0.4,0.6,0
1214,2010,2010-07-04,NL,ATL,MIA,0.562,0.494,,,1,1,0.6,0.3,0
1215,2010,2010-07-04,AL,BOS,BAL,0.549,0.407,,,1,1,0.6,0.5,0
1216,2010,2010-07-04,NL,CHN,CIN,0.463,0.562,,,1,1,0.4,0.7,0
1217,2010,2010-07-04,AL,CLE,ATH,0.426,0.5,,,1,1,0.6,0.6,0
1218,2010,2010-07-04,NL,COL,SFN,0.512,0.568,,,1,1,0.5,0.2,1
1219,2010,2010-07-04,AL,DET,SEA,0.5,0.377,,,1,1,0.5,0.4,0
1220,2010,2010-07-04,AL,MIN,TBA,0.58,0.593,,,1,1,0.4,0.5,0
1221,2010,2010-07-04,AL,NYA,TOR,0.586,0.525,,,1,1,0.6,0.3,1
1222,2010,2010-07-04,NL,PIT,PHI,0.352,0.599,,,1,1,0.4,0.5,1
1223,2010,2010-07-04,NL,SDN,HOU,0.556,0.469,,,1,1,0.6,0.5,1
1224,2010,2010-07-04,NL,SLN,MIL,0.531,0.475,,,1,1,0.4,0.6,1
1225,2010,2010-07-04,AL,TEX,CHA,0.556,0.543,,,1,1,0.6,0.6,0
1226,2010,2010-07-04,NL,WAS,NYN,0.426,0.488,,,1,1,0.3,0.4,0
1227,2010,2010-07-05,NL,ARI,CHN,0.401,0.463,,,1,1,0.4,0.3,0
1228,2010,2010-07-05,AL,CHA,LAA,0.543,0.494,,,1,1,0.6,0.5,1
1229,2010,2010-07-05,AL,DET,BAL,0.5,0.407,,,1,1,0.5,0.6,1
1230,2010,2010-07-05,NL,LAN,MIA,0.494,0.494,,,1,1,0.7,0.3,0
1231,2010,2010-07-05,NL,MIL,SFN,0.475,0.568,,,1,1,0.5,0.2,0
1232,2010,2010-07-05,NL,NYN,CIN,0.488,0.562,,,1,1,0.5,0.7,0
1233,2010,2010-07-05,AL,ATH,NYA,0.5,0.586,,,1,1,0.7,0.6,0
1234,2010,2010-07-05,NL,PHI,ATL,0.599,0.562,,,1,1,0.4,0.6,1
1235,2010,2010-07-05,AL,SEA,KCA,0.377,0.414,,,1,1,0.4,0.7,0
1236,2010,2010-07-05,AL,TBA,BOS,0.593,0.549,,,1,1,0.6,0.6,1
1237,2010,2010-07-05,AL,TEX,CLE,0.556,0.426,,,1,1,0.5,0.6,0
1238,2010,2010-07-06,NL,ARI,CHN,0.401,0.463,,,1,1,0.4,0.4,0
1239,2010,2010-07-06,AL,CHA,LAA,0.543,0.494,,,1,1,0.6,0.5,1
1240,2010,2010-07-06,NL,COL,SLN,0.512,0.531,,,2,2,0.6,0.5,1
1241,2010,2010-07-06,AL,DET,BAL,0.5,0.407,,,1,1,0.5,0.5,1
1242,2010,2010-07-06,NL,HOU,PIT,0.469,0.352,,,2,2,0.4,0.5,1
1243,2010,2010-07-06,NL,LAN,MIA,0.494,0.494,,,1,1,0.6,0.4,1
1244,2010,2010-07-06,NL,MIL,SFN,0.475,0.568,,,1,1,0.4,0.2,0
1245,2010,2010-07-06,NL,NYN,CIN,0.488,0.562,,,1,1,0.4,0.7,1
1246,2010,2010-07-06,AL,ATH,NYA,0.5,0.586,,,1,1,0.7,0.6,0
1247,2010,2010-07-06,NL,PHI,ATL,0.599,0.562,,,1,1,0.4,0.6,0
1248,2010,2010-07-06,AL,SEA,KCA,0.377,0.414,,,1,1,0.4,0.7,0
1249,2010,2010-07-06,AL,TBA,BOS,0.593,0.549,,,1,1,0.6,0.6,1
1250,2010,2010-07-06,AL,TEX,CLE,0.556,0.426,,,1,1,0.4,0.7,1
1251,2010,2010-07-06,AL,TOR,MIN,0.525,0.58,,,2,2,0.2,0.4,0
1252,2010,2010-07-06,NL,WAS,SDN,0.426,0.556,,,2,2,0.3,0.7,1
1253,2010,2010-07-07,NL,ARI,CHN,0.401,0.463,,,1,1,0.3,0.5,0
1254,2010,2010-07-07,AL,CHA,LAA,0.543,0.494,,,1,1,0.6,0.5,1
1255,2010,2010-07-07,NL,COL,SLN,0.512,0.531,,,1,1,0.6,0.5,1
1256,2010,2010-07-07,AL,DET,BAL,0.5,0.407,,,1,1,0.6,0.4,1
1257,2010,2010-07-07,NL,HOU,PIT,0.469,0.352,,,1,1,0.4,0.5,1
1258,2010,2010-07-07,NL,LAN,MIA,0.494,0.494,,,1,1,0.7,0.4,0
1259,2010,2010-07-07,NL,MIL,SFN,0.475,0.568,,,1,1,0.4,0.3,0
1260,2010,2010-07-07,NL,NYN,CIN,0.488,0.562,,,1,1,0.5,0.6,0
1261,2010,2010-07-07,AL,ATH,NYA,0.5,0.586,,,1,1,0.6,0.6,0
1262,2010,2010-07-07,NL,PHI,ATL,0.599,0.562,,,1,1,0.4,0.6,0
1263,2010,2010-07-07,AL,SEA,KCA,0.377,0.414,,,1,1,0.4,0.7,0
1264,2010,2010-07-07,AL,TBA,BOS,0.593,0.549,,,1,1,0.7,0.5,1
1265,2010,2010-07-07,AL,TEX,CLE,0.556,0.426,,,1,1,0.5,0.7,1
1266,2010,2010-07-07,AL,TOR,MIN,0.525,0.58,,,1,1,0.2,0.5,1
1267,2010,2010-07-07,NL,WAS,SDN,0.426,0.556,,,1,1,0.4,0.6,1
1268,2010,2010-07-08,NL,ARI,MIA,0.401,0.494,,,1,1,0.3,0.5,1
1269,2010,2010-07-08,AL,CHA,LAA,0.543,0.494,,,1,1,0.6,0.4,1
1270,2010,2010-07-08,NL,COL,SLN,0.512,0.531,,,1,1,0.7,0.4,1
1271,2010,2010-07-08,NL,HOU,PIT,0.469,0.352,,,1,1,0.5,0.5,1
1272,2010,2010-07-08,NL,LAN,CHN,0.494,0.463,,,1,1,0.6,0.5,1
1273,2010,2010-07-08,NL,MIL,SFN,0.475,0.568,,,1,1,0.3,0.4,0
1274,2010,2010-07-08,NL,PHI,CIN,0.599,0.562,,,1,1,0.3,0.7,1
1275,2010,2010-07-08,AL,SEA,NYA,0.377,0.586,,,1,1,0.3,0.7,0
1276,2010,2010-07-08,AL,TBA,CLE,0.593,0.426,,,1,1,0.7,0.6,1
1277,2010,2010-07-08,AL,TEX,BAL,0.556,0.407,,,1,1,0.5,0.3,0
1278,2010,2010-07-08,AL,TOR,MIN,0.525,0.58,,,1,1,0.2,0.4,1
1279,2010,2010-07-08,NL,WAS,SDN,0.426,0.556,,,1,1,0.5,0.5,0
1280,2010,2010-07-09,NL,ARI,MIA,0.401,0.494,,,1,1,0.3,0.5,0
1281,2010,2010-07-09,AL,CHA,KCA,0.543,0.414,,,1,2,0.7,0.8,1
1282,2010,2010-07-09,NL,COL,SDN,0.512,0.556,,,1,1,0.8,0.5,1
1283,2010,2010-07-09,AL,DET,MIN,0.5,0.58,,,2,1,0.7,0.4,1
1284,2010,2010-07-09,NL,HOU,SLN,0.469,0.531,,,1,1,0.6,0.4,0
1285,2010,2010-07-09,NL,LAN,CHN,0.494,0.463,,,1,1,0.7,0.5,1
1286,2010,2010-07-09,NL,MIL,PIT,0.475,0.352,,,1,1,0.3,0.5,1
1287,2010,2010-07-09,NL,NYN,ATL,0.488,0.562,,,2,2,0.4,0.6,0
1288,2010,2010-07-09,AL,ATH,LAA,0.5,0.494,,,2,1,0.5,0.3,0
1289,2010,2010-07-09,NL,PHI,CIN,0.599,0.562,,,1,1,0.4,0.6,1
1290,2010,2010-07-09,AL,SEA,NYA,0.377,0.586,,,1,1,0.3,0.7,0
1291,2010,2010-07-09,AL,TBA,CLE,0.593,0.426,,,1,1,0.8,0.5,0
1292,2010,2010-07-09,AL,TEX,BAL,0.556,0.407,,,1,1,0.4,0.3,0
1293,2010,2010-07-09,AL,TOR,BOS,0.525,0.549,,,1,2,0.3,0.5,0
1294,2010,2010-07-09,NL,WAS,SFN,0.426,0.568,,,1,1,0.5,0.5,1
1295,2010,2010-07-10,NL,ARI,MIA,0.401,0.494,,,1,1,0.3,0.5,1
1296,2010,2010-07-10,AL,CHA,KCA,0.543,0.414,,,1,1,0.8,0.7,1
1297,2010,2010-07-10,NL,COL,SDN,0.512,0.556,,,1,1,0.8,0.5,1
1298,2010,2010-07-10,AL,DET,MIN,0.5,0.58,,,1,1,0.7,0.4,1
1299,2010,2010-07-10,NL,HOU,SLN,0.469,0.531,,,1,1,0.5,0.4,1
1300,2010,2010-07-10,NL,LAN,CHN,0.494,0.463,,,1,1,0.7,0.4,0
1301,2010,2010-07-10,NL,MIL,PIT,0.475,0.352,,,1,1,0.3,0.4,1
1302,2010,2010-07-10,NL,NYN,ATL,0.488,0.562,,,1,1,0.4,0.7,0
1303,2010,2010-07-10,AL,ATH,LAA,0.5,0.494,,,1,1,0.4,0.3,1
1304,2010,2010-07-10,NL,PHI,CIN,0.599,0.562,,,1,1,0.4,0.6,1
1305,2010,2010-07-10,AL,SEA,NYA,0.377,0.586,,,1,1,0.2,0.8,1
1306,2010,2010-07-10,AL,TBA,CLE,0.593,0.426,,,1,1,0.8,0.5,1
1307,2010,2010-07-10,AL,TEX,BAL,0.556,0.407,,,1,1,0.4,0.4,0
1308,2010,2010-07-10,AL,TOR,BOS,0.525,0.549,,,1,1,0.3,0.5,1
1309,2010,2010-07-10,NL,WAS,SFN,0.426,0.568,,,1,1,0.6,0.5,0
1310,2010,2010-07-11,NL,ARI,MIA,0.401,0.494,,,1,1,0.4,0.4,0
1311,2010,2010-07-11,AL,CHA,KCA,0.543,0.414,,,1,1,0.8,0.6,1
1312,2010,2010-07-11,NL,COL,SDN,0.512,0.556,,,1,1,0.8,0.5,0
1313,2010,2010-07-11,AL,DET,MIN,0.5,0.58,,,1,1,0.7,0.3,0
1314,2010,2010-07-11,NL,HOU,SLN,0.469,0.531,,,1,1,0.6,0.3,0
1315,2010,2010-07-11,NL,LAN,CHN,0.494,0.463,,,1,1,0.6,0.5,1
1316,2010,2010-07-11,NL,MIL,PIT,0.475,0.352,,,1,1,0.4,0.4,1
1317,2010,2010-07-11,NL,NYN,ATL,0.488,0.562,,,1,1,0.4,0.7,1
1318,2010,2010-07-11,AL,ATH,LAA,0.5,0.494,,,1,1,0.4,0.3,1
1319,2010,2010-07-11,NL,PHI,CIN,0.599,0.562,,,1,1,0.5,0.5,1
1320,2010,2010-07-11,AL,SEA,NYA,0.377,0.586,,,1,1,0.2,0.8,0
1321,2010,2010-07-11,AL,TBA,CLE,0.593,0.426,,,1,1,0.8,0.4,1
1322,2010,2010-07-11,AL,TEX,BAL,0.556,0.407,,,1,1,0.3,0.4,0
1323,2010,2010-07-11,AL,TOR,BOS,0.525,0.549,,,1,1,0.4,0.4,0
1324,2010,2010-07-11,NL,WAS,SFN,0.426,0.568,,,1,1,0.5,0.6,0
1325,2010,2010-07-15,AL,LAA,SEA,0.494,0.377,,,4,4,0.2,0.2,1
1326,2010,2010-07-15,NL,ATL,MIL,0.562,0.475,,,4,4,0.7,0.4,1
1327,2010,2010-07-15,AL,BOS,TEX,0.549,0.556,,,4,4,0.4,0.3,0
1328,2010,2010-07-15,NL,CHN,PHI,0.463,0.599,,,4,4,0.5,0.6,1
1329,2010,2010-07-15,AL,MIN,CHA,0.58,0.543,,,4,4,0.3,0.9,0
1330,2010,2010-07-15,NL,SFN,NYN,0.568,0.488,,,4,4,0.7,0.4,1
1331,2010,2010-07-15,NL,SLN,LAN,0.531,0.494,,,4,4,0.4,0.6,1
1332,2010,2010-07-16,AL,LAA,SEA,0.494,0.377,,,1,1,0.3,0.2,1
1333,2010,2010-07-16,NL,ATL,MIL,0.562,0.475,,,1,1,0.7,0.4,0
1334,2010,2010-07-16,AL,BAL,TOR,0.407,0.525,,,5,5,0.5,0.4,0
1335,2010,2010-07-16,AL,BOS,TEX,0.549,0.556,,,1,1,0.4,0.4,0
1336,2010,2010-07-16,NL,CHN,PHI,0.463,0.599,,,1,1,0.6,0.6,1
1337,2010,2010-07-16,NL,CIN,COL,0.562,0.512,,,5,5,0.4,0.8,1
1338,2010,2010-07-16,AL,CLE,DET,0.426,0.5,,,5,5,0.3,0.7,1
1339,2010,2010-07-16,NL,MIA,WAS,0.494,0.426,,,5,5,0.5,0.5,0
1340,2010,2010-07-16,AL,KCA,ATH,0.414,0.5,,,5,5,0.6,0.5,0
1341,2010,2010-07-16,AL,MIN,CHA,0.58,0.543,,,1,1,0.3,0.9,1
1342,2010,2010-07-16,AL,NYA,TBA,0.586,0.593,,,5,5,0.8,0.8,1
1343,2010,2010-07-16,NL,PIT,HOU,0.352,0.469,,,5,5,0.3,0.5,0
1344,2010,2010-07-16,NL,SDN,ARI,0.556,0.401,,,5,5,0.5,0.3,1
1345,2010,2010-07-16,NL,SFN,NYN,0.568,0.488,,,1,1,0.8,0.4,1
1346,2010,2010-07-16,NL,SLN,LAN,0.531,0.494,,,1,1,0.5,0.6,1
1347,2010,2010-07-17,AL,LAA,SEA,0.494,0.377,,,1,1,0.4,0.2,1
1348,2010,2010-07-17,NL,ATL,MIL,0.562,0.475,,,1,1,0.6,0.4,0
1349,2010,2010-07-17,AL,BAL,TOR,0.407,0.525,,,1,1,0.5,0.5,0
1350,2010,2010-07-17,AL,BOS,TEX,0.549,0.556,,,1,1,0.3,0.4,1
1351,2010,2010-07-17,NL,CHN,PHI,0.463,0.599,,,1,1,0.6,0.5,0
1352,2010,2010-07-17,NL,CIN,COL,0.562,0.512,,,1,1,0.4,0.7,1
1353,2010,2010-07-17,AL,CLE,DET,0.426,0.5,,,1,1,0.4,0.7,1
1354,2010,2010-07-17,AL,CLE,DET,0.426,0.5,,,0,0,0.4,0.6,1
1355,2010,2010-07-17,NL,MIA,WAS,0.494,0.426,,,1,1,0.5,0.5,1
1356,2010,2010-07-17,AL,KCA,ATH,0.414,0.5,,,1,1,0.5,0.5,0
1357,2010,2010-07-17,AL,MIN,CHA,0.58,0.543,,,1,1,0.3,0.9,1
1358,2010,2010-07-17,AL,NYA,TBA,0.586,0.593,,,1,1,0.9,0.8,0
1359,2010,2010-07-17,NL,PIT,HOU,0.352,0.469,,,1,1,0.2,0.5,1
1360,2010,2010-07-17,NL,SDN,ARI,0.556,0.401,,,1,1,0.6,0.2,1
1361,2010,2010-07-17,NL,SFN,NYN,0.568,0.488,,,1,1,0.8,0.3,1
1362,2010,2010-07-17,NL,SLN,LAN,0.531,0.494,,,1,1,0.5,0.5,1
1363,2010,2010-07-18,AL,LAA,SEA,0.494,0.377,,,1,1,0.4,0.1,0
1364,2010,2010-07-18,NL,ATL,MIL,0.562,0.475,,,1,1,0.5,0.5,1
1365,2010,2010-07-18,AL,BAL,TOR,0.407,0.525,,,1,1,0.5,0.5,0
1366,2010,2010-07-18,AL,BOS,TEX,0.549,0.556,,,1,1,0.3,0.4,0
1367,2010,2010-07-18,NL,CHN,PHI,0.463,0.599,,,1,1,0.6,0.6,1
1368,2010,2010-07-18,NL,CIN,COL,0.562,0.512,,,1,1,0.5,0.6,0
1369,2010,2010-07-18,AL,CLE,DET,0.426,0.5,,,1,1,0.5,0.5,1
1370,2010,2010-07-18,NL,MIA,WAS,0.494,0.426,,,1,1,0.6,0.5,1
1371,2010,2010-07-18,AL,KCA,ATH,0.414,0.5,,,1,1,0.4,0.5,0
1372,2010,2010-07-18,AL,MIN,CHA,0.58,0.543,,,1,1,0.4,0.8,1
1373,2010,2010-07-18,AL,NYA,TBA,0.586,0.593,,,1,1,0.8,0.8,1
1374,2010,2010-07-18,NL,PIT,HOU,0.352,0.469,,,1,1,0.2,0.5,1
1375,2010,2010-07-18,NL,SDN,ARI,0.556,0.401,,,1,1,0.6,0.2,1
1376,2010,2010-07-18,NL,SFN,NYN,0.568,0.488,,,1,1,0.9,0.3,0
1377,2010,2010-07-18,NL,SLN,LAN,0.531,0.494,,,1,1,0.6,0.4,1
1378,2010,2010-07-19,NL,ARI,NYN,0.401,0.488,,,1,1,0.2,0.3,1
1379,2010,2010-07-19,AL,BAL,TBA,0.407,0.593,,,1,1,0.4,0.7,0
1380,2010,2010-07-19,NL,CHN,HOU,0.463,0.469,,,1,1,0.6,0.5,0
1381,2010,2010-07-19,NL,CIN,WAS,0.562,0.426,,,1,1,0.4,0.4,1
1382,2010,2010-07-19,AL,DET,TEX,0.5,0.556,,,1,1,0.5,0.5,0
1383,2010,2010-07-19,NL,MIA,COL,0.494,0.512,,,1,1,0.6,0.7,1
1384,2010,2010-07-19,AL,KCA,TOR,0.414,0.525,,,1,1,0.3,0.6,1
1385,2010,2010-07-19,NL,LAN,SFN,0.494,0.568,,,1,1,0.4,0.8,0
1386,2010,2010-07-19,AL,MIN,CLE,0.58,0.426,,,1,1,0.5,0.5,0
1387,2010,2010-07-19,AL,ATH,BOS,0.5,0.549,,,1,1,0.6,0.3,0
1388,2010,2010-07-19,NL,PIT,MIL,0.352,0.475,,,1,1,0.3,0.5,0
1389,2010,2010-07-19,AL,SEA,CHA,0.377,0.543,,,1,1,0.2,0.7,0
1390,2010,2010-07-19,NL,SLN,PHI,0.531,0.599,,,1,1,0.6,0.5,1
1391,2010,2010-07-20,NL,ARI,NYN,0.401,0.488,,,1,1,0.3,0.3,1
1392,2010,2010-07-20,NL,ATL,SDN,0.562,0.556,,,2,2,0.6,0.6,1
1393,2010,2010-07-20,AL,BAL,TBA,0.407,0.593,,,1,1,0.4,0.7,1
1394,2010,2010-07-20,NL,CHN,HOU,0.463,0.469,,,1,1,0.5,0.6,1
1395,2010,2010-07-20,NL,CIN,WAS,0.562,0.426,,,1,1,0.4,0.4,1
1396,2010,2010-07-20,AL,DET,TEX,0.5,0.556,,,1,1,0.4,0.5,0
1397,2010,2010-07-20,NL,MIA,COL,0.494,0.512,,,1,1,0.6,0.6,0
1398,2010,2010-07-20,AL,KCA,TOR,0.414,0.525,,,1,1,0.4,0.6,0
1399,2010,2010-07-20,NL,LAN,SFN,0.494,0.568,,,1,1,0.3,0.8,0
1400,2010,2010-07-20,AL,MIN,CLE,0.58,0.426,,,1,1,0.4,0.6,0
1401,2010,2010-07-20,AL,NYA,LAA,0.586,0.494,,,2,2,0.8,0.4,0
1402,2010,2010-07-20,AL,ATH,BOS,0.5,0.549,,,1,1,0.5,0.4,1
1403,2010,2010-07-20,NL,PIT,MIL,0.352,0.475,,,1,1,0.2,0.6,1
1404,2010,2010-07-20,AL,SEA,CHA,0.377,0.543,,,1,1,0.2,0.7,0
1405,2010,2010-07-20,NL,SLN,PHI,0.531,0.599,,,1,1,0.7,0.5,1
1406,2010,2010-07-21,NL,ARI,NYN,0.401,0.488,,,1,1,0.4,0.2,1
1407,2010,2010-07-21,NL,ATL,SDN,0.562,0.556,,,1,1,0.7,0.5,0
1408,2010,2010-07-21,AL,BAL,TBA,0.407,0.593,,,1,1,0.5,0.6,0
1409,2010,2010-07-21,NL,CHN,HOU,0.463,0.469,,,1,1,0.5,0.5,0
1410,2010,2010-07-21,NL,CIN,WAS,0.562,0.426,,,1,1,0.5,0.3,0
1411,2010,2010-07-21,AL,DET,TEX,0.5,0.556,,,1,1,0.3,0.5,1
1412,2010,2010-07-21,NL,MIA,COL,0.494,0.512,,,1,1,0.6,0.6,1
1413,2010,2010-07-21,AL,KCA,TOR,0.414,0.525,,,1,1,0.3,0.7,1
1414,2010,2010-07-21,NL,LAN,SFN,0.494,0.568,,,1,1,0.3,0.8,1
1415,2010,2010-07-21,AL,MIN,CLE,0.58,0.426,,,1,1,0.4,0.7,1
1416,2010,2010-07-21,AL,NYA,LAA,0.586,0.494,,,1,1,0.7,0.5,1
1417,2010,2010-07-21,AL,ATH,BOS,0.5,0.549,,,1,1,0.6,0.4,1
1418,2010,2010-07-21,NL,PIT,MIL,0.352,0.475,,,1,1,0.3,0.6,1
1419,2010,2010-07-21,AL,SEA,CHA,0.377,0.543,,,1,1,0.2,0.7,1
1420,2010,2010-07-21,NL,SLN,PHI,0.531,0.599,,,1,1,0.8,0.5,1
1421,2010,2010-07-22,NL,ARI,SFN,0.401,0.568,,,1,1,0.5,0.7,0
1422,2010,2010-07-22,NL,ATL,SDN,0.562,0.556,,,1,1,0.6,0.6,1
1423,2010,2010-07-22,AL,BAL,MIN,0.407,0.58,,,1,1,0.5,0.5,0
1424,2010,2010-07-22,NL,CIN,WAS,0.562,0.426,,,1,1,0.4,0.3,0
1425,2010,2010-07-22,AL,DET,TOR,0.5,0.525,,,1,1,0.3,0.6,1
1426,2010,2010-07-22,NL,MIA,COL,0.494,0.512,,,1,1,0.6,0.5,1
1427,2010,2010-07-22,NL,LAN,NYN,0.494,0.488,,,1,1,0.3,0.2,1
1428,2010,2010-07-22,AL,NYA,KCA,0.586,0.414,,,1,1,0.7,0.3,1
1429,2010,2010-07-22,NL,PIT,MIL,0.352,0.475,,,1,1,0.4,0.6,0
1430,2010,2010-07-22,AL,SEA,BOS,0.377,0.549,,,1,1,0.3,0.4,0
1431,2010,2010-07-22,NL,SLN,PHI,0.531,0.599,,,1,1,0.9,0.4,0
1432,2010,2010-07-22,AL,TEX,LAA,0.556,0.494,,,1,1,0.5,0.5,1
1433,2010,2010-07-23,NL,ARI,SFN,0.401,0.568,,,1,1,0.4,0.8,0
1434,2010,2010-07-23,AL,BAL,MIN,0.407,0.58,,,1,1,0.4,0.6,1
1435,2010,2010-07-23,NL,CHN,SLN,0.463,0.531,,,2,1,0.5,0.8,1
1436,2010,2010-07-23,AL,CLE,TBA,0.426,0.593,,,2,2,0.7,0.6,1
1437,2010,2010-07-23,NL,MIA,ATL,0.494,0.562,,,1,1,0.7,0.6,1
1438,2010,2010-07-23,NL,HOU,CIN,0.469,0.562,,,2,1,0.5,0.4,0
1439,2010,2010-07-23,NL,LAN,NYN,0.494,0.488,,,1,1,0.3,0.2,0
1440,2010,2010-07-23,NL,MIL,WAS,0.475,0.426,,,1,1,0.6,0.4,1
1441,2010,2010-07-23,AL,NYA,KCA,0.586,0.414,,,1,1,0.7,0.2,1
1442,2010,2010-07-23,AL,ATH,CHA,0.5,0.543,,,2,2,0.7,0.6,0
1443,2010,2010-07-23,NL,PHI,COL,0.599,0.512,,,1,1,0.4,0.4,1
1444,2010,2010-07-23,NL,PIT,SDN,0.352,0.556,,,1,1,0.4,0.6,0
1445,2010,2010-07-23,AL,SEA,BOS,0.377,0.549,,,1,1,0.3,0.4,0
1446,2010,2010-07-23,AL,TEX,LAA,0.556,0.494,,,1,1,0.6,0.5,1
1447,2010,2010-07-24,NL,ARI,SFN,0.401,0.568,,,1,1,0.4,0.8,0
1448,2010,2010-07-24,AL,BAL,MIN,0.407,0.58,,,1,1,0.4,0.6,0
1449,2010,2010-07-24,NL,CHN,SLN,0.463,0.531,,,1,1,0.6,0.8,1
1450,2010,2010-07-24,AL,CLE,TBA,0.426,0.593,,,1,1,0.7,0.5,0
1451,2010,2010-07-24,AL,DET,TOR,0.5,0.525,,,2,2,0.3,0.5,0
1452,2010,2010-07-24,NL,MIA,ATL,0.494,0.562,,,1,1,0.7,0.5,0
1453,2010,2010-07-24,NL,HOU,CIN,0.469,0.562,,,1,1,0.4,0.5,0
1454,2010,2010-07-24,NL,LAN,NYN,0.494,0.488,,,1,1,0.3,0.3,1
1455,2010,2010-07-24,NL,MIL,WAS,0.475,0.426,,,1,1,0.6,0.3,1
1456,2010,2010-07-24,AL,NYA,KCA,0.586,0.414,,,1,1,0.7,0.2,0
1457,2010,2010-07-24,AL,ATH,CHA,0.5,0.543,,,1,1,0.7,0.6,1
1458,2010,2010-07-24,NL,PHI,COL,0.599,0.512,,,1,1,0.4,0.3,1
1459,2010,2010-07-24,NL,PIT,SDN,0.352,0.556,,,1,1,0.4,0.6,0
1460,2010,2010-07-24,AL,SEA,BOS,0.377,0.549,,,1,1,0.2,0.5,1
1461,2010,2010-07-24,AL,TEX,LAA,0.556,0.494,,,1,1,0.7,0.4,0
1462,2010,2010-07-25,NL,ARI,SFN,0.401,0.568,,,1,1,0.3,0.8,0
1463,2010,2010-07-25,AL,BAL,MIN,0.407,0.58,,,1,1,0.3,0.6,0
1464,2010,2010-07-25,NL,CHN,SLN,0.463,0.531,,,1,1,0.6,0.7,0
1465,2010,2010-07-25,AL,CLE,TBA,0.426,0.593,,,1,1,0.7,0.6,0
1466,2010,2010-07-25,AL,DET,TOR,0.5,0.525,,,1,1,0.2,0.6,0
1467,2010,2010-07-25,AL,DET,TOR,0.5,0.525,,,0,0,0.2,0.6,1
1468,2010,2010-07-25,NL,MIA,ATL,0.494,0.562,,,1,1,0.7,0.5,1
1469,2010,2010-07-25,NL,HOU,CIN,0.469,0.562,,,1,1,0.4,0.6,1
1470,2010,2010-07-25,NL,LAN,NYN,0.494,0.488,,,1,1,0.3,0.2,1
1471,2010,2010-07-25,NL,MIL,WAS,0.475,0.426,,,1,1,0.6,0.3,1
1472,2010,2010-07-25,AL,NYA,KCA,0.586,0.414,,,1,1,0.6,0.3,1
1473,2010,2010-07-25,AL,ATH,CHA,0.5,0.543,,,1,1,0.8,0.5,1
1474,2010,2010-07-25,NL,PHI,COL,0.599,0.512,,,1,1,0.4,0.2,1
1475,2010,2010-07-25,NL,PIT,SDN,0.352,0.556,,,1,1,0.4,0.7,0
1476,2010,2010-07-25,AL,SEA,BOS,0.377,0.549,,,1,1,0.3,0.4,1
1477,2010,2010-07-25,AL,TEX,LAA,0.556,0.494,,,1,1,0.7,0.5,1
