playerID,awardID,yearID,lgID,tie,notes
girarjo01,BBWAA Manager of the Year,2006,NL,,
girarjo01,TSN Manager of the Year,2006,NL,,
gonzafr99,TSN Manager of the Year,2008,NL,,
guilloz01,BBWAA Manager of the Year,2005,AL,,
guilloz01,This Year in Baseball Manager of the Year,2005,ML,,MLB.com GIBBY
guilloz01,TSN Manager of the Year,2005,AL,,
hurdlcl01,BBWAA Manager of the Year,2013,NL,,
hurdlcl01,TSN Manager of the Year,2013,NL,,
hydebr99,BBWAA Manager of the Year,2023,AL,,
hydebr99,TSN Manager of the Year,2022,AL,,
hydebr99,TSN Manager of the Year,2023,AL,,
johnsda02,BBWAA Manager of the Year,2012,NL,,
johnsda02,TSN Manager of the Year,2012,NL,,
kaplega01,BBWAA Manager of the Year,2021,NL,,
kaplega01,TSN Manager of the Year,2021,NL,,
larusto01,BBWAA Manager of the Year,2002,NL,,
leylaji99,BBWAA Manager of the Year,2006,AL,,
leylaji99,This Year in Baseball Manager of the Year,2006,ML,,MLB.com GIBBY
leylaji99,TSN Manager of the Year,2006,AL,,
lovulto01,BBWAA Manager of the Year,2017,NL,,
maddojo99,BBWAA Manager of the Year,2008,AL,,
maddojo99,BBWAA Manager of the Year,2011,AL,,
maddojo99,BBWAA Manager of the Year,2015,NL,,
maddojo99,TSN Manager of the Year,2008,AL,,
maddojo99,TSN Manager of the Year,2011,AL,,
manuech01,This Year in Baseball Manager of the Year,2008,ML,,MLB.com GIBBY
manueje01,BBWAA Manager of the Year,2000,AL,,
manueje01,TSN Manager of the Year,2000,AL,,
mattido01,BBWAA Manager of the Year,2020,NL,,
mattido01,TSN Manager of the Year,2020,NL,,
mckeoja99,BBWAA Manager of the Year,2003,NL,,
melvibo01,BBWAA Manager of the Year,2007,NL,,
melvibo01,BBWAA Manager of the Year,2012,AL,,
melvibo01,BBWAA Manager of the Year,2018,AL,,
melvibo01,TSN Manager of the Year,2007,NL,,
melvibo01,TSN Manager of the Year,2018,AL,,
molitpa01,BBWAA Manager of the Year,2017,AL,,
molitpa01,TSN Manager of the Year,2015,AL,,
murphpa99,BBWAA Manager of the Year,2024,NL,,
murphpa99,BBWAA Manager of the Year,2025,NL,,
murphpa99,TSN Manager of the Year,2024,NL,,
murphpa99,TSN Manager of the Year,2025,NL,,
penato01,BBWAA Manager of the Year,2003,AL,,
penato01,TSN Manager of the Year,2003,AL,,
pinielo01,BBWAA Manager of the Year,2001,AL,,
pinielo01,BBWAA Manager of the Year,2008,NL,,
pinielo01,TSN Manager of the Year,2001,AL,,
roberda07,BBWAA Manager of the Year,2016,NL,,
roberda07,TSN Manager of the Year,2016,NL,,
schumsk01,BBWAA Manager of the Year,2023,NL,,
sciosmi01,BBWAA Manager of the Year,2002,AL,,
sciosmi01,BBWAA Manager of the Year,2009,AL,,
sciosmi01,TSN Manager of the Year,2002,AL,,
sciosmi01,TSN Manager of the Year,2009,AL,,
sciosmi01,TSN Manager of the Year,2014,AL,,
shildmi99,BBWAA Manager of the Year,2019,NL,,
showabu99,BBWAA Manager of the Year,2004,AL,,
showabu99,BBWAA Manager of the Year,2014,AL,,
showabu99,BBWAA Manager of the Year,2022,NL,,
showabu99,This Year in Baseball Manager of the Year,2012,ML,,MLB.com GIBBY
showabu99,TSN Manager of the Year,2004,AL,Y,
showabu99,TSN Manager of the Year,2012,AL,,
showabu99,TSN Manager of the Year,2022,NL,,
snitkbr99,BBWAA Manager of the Year,2018,NL,,
snitkbr99,TSN Manager of the Year,2018,NL,Y,
snitkbr99,TSN Manager of the Year,2019,NL,,
snitkbr99,TSN Manager of the Year,2023,NL,Y,
torrejo01,This Year in Baseball Manager of the Year,2007,ML,,MLB.com GIBBY
tracyji01,BBWAA Manager of the Year,2009,NL,,
tracyji01,This Year in Baseball Manager of the Year,2009,ML,,MLB.com GIBBY
tracyji01,TSN Manager of the Year,2009,NL,,
vogtst01,BBWAA Manager of the Year,2024,AL,,
vogtst01,BBWAA Manager of the Year,2025,AL,,
vogtst01,TSN Manager of the Year,2024,AL,,
wedgeer01,BBWAA Manager of the Year,2007,AL,,
wedgeer01,TSN Manager of the Year,2007,AL,,
willima04,BBWAA Manager of the Year,2014,NL,,
willima04,TSN Manager of the Year,2014,NL,,
wilsoda01,TSN Manager of the Year,2025,AL,,
